XTest,sessionId,y__true,y_pred,y_prob_max
" is ts product the same price online and store preparation h maximum strenght pain relief 09 oz well so why target is saying its aavailable for pick up at tulare ca store for 682 ""meaning that i have to order online and goto pick it up at the store if yes ts is simple ridiculous"" why cant i buy for the same price directly from the store",INT-sv1appin05-1441309673302-23430,Price _Enquiry,Store_Pickup_Queries,1.00609996171
 scott how can i enter the promo code kids to the clearance clotng in my cart xxxx-xxxx-8296 cart,INT-va1appin08-1445057353369-41643,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.730751381368
is there a way to sp gift from a registry to the couples house do yall not keep the address on file for them ok thanks,INT-va1appin09-1445106981650-23490,Order_Issue,Shipping Inquiry,0.376130375952
why cant i pick up ts item at my local target i live 2 hours from the next nearest target store thank you,INT-va1appin09-1445001542753-13410,Store_Pickup_Queries,Store_Pickup_Queries,1.20248587972
i am unable to change my email address,INT-sv1appin06-1447596504696-49274,Account_Enquiry,Account_Enquiry,0.453920564248
it says i have 500 in surprise rewards how can i use it with ts order,INT-sv1appin10-1447551232062-47106,Rewards,Rewards,0.616086828185
" macey i went into a store to buy the starbucks via latte but there werent any id like to buy them online only tng is i have coupons for them i have coupons i wanted to use do you know if theres a way i can use the coupons ""t are manufacturer coupons what would a code be like""",INT-va1appin10-1445144867797-26591,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.968987746014
my daughter will be returning to ucla on september 20th you currently have a sale on mini-fridges we would like to know if we would to purchase the fridge online how long before we can pick it up in ucla well either or you currently have one on sale and at the top of the page it reads free spping on orders of 25+ emerson 44 cu ft mini fridge emersonin stock onlinesold in storeseligible for store pickup emerson 27 cu ft mini fridgeemerson with the frees pping can we choose the date of delivery ok thank you,INT-sv1appin08-1441138594389-7131,Store_Pickup_Queries,Shipping Inquiry,0.370793068143
i ordered ts bagger online because it said a vaible for pick-up that day,INT-sv1appin09-1447519992096-43475,Store_Pickup_Queries,Store_Pickup_Queries,0.378973171815
is the bush bcf60l available in store,INT-va1appin08-1438949026192-109044,Shipping Inquiry,Product Inventory,0.314294541082
 with the measurements for the wasng macnes does the height include the feet on the wasng macnes,INT-va1appin08-1439219776421-122908,Size-Shape,Size-Shape,0.148195253953
i am trying to order a cooktop first your site says free delivery over 49 the cooktop is 358 yet i get to the cart and delivery is 69,INT-sv1appin05-1447526232431-44323,Shipping Inquiry,Shipping Inquiry,0.297527795599
 item  spm6016646505 ts is a 3 piece luggage set when you put in cart it is only for the 28in luggage pls advise,INT-sv1appin09-1447474724922-40623,Order_Issue,Order_Issue,0.257980673666
" lia i have been watcng the website for two items to become available at my local store and t are now showing in stock so i contacted the store and the associate said even if i had a dpci t wouldnt be out on the floor im confusedthere showing in stock so why wouldnt t have them she wouldnt even patch me through to speak to someone for confirmation that t had the items the items are as follows descendants mal wig item xxxx-xxxx-73  dpci 240-xxxxxx  1000 and the descendants evie wig item xxxx-xxxx-72  dpci 240-xxxxxx the store is christiana in delaware thank you 19702 your welcome  ""sure thats no problem thanks"" ""okay thanks i will contact guest relations at the number provided have a great day and thanks for your help""",INT-sv1appin08-1441291368623-15996,Store_Pickup_Queries,Store_Pickup_Queries,0.288531366515
" under the shop your way rewards i have a coupon for a snow blower at 39999 with the regular price of 82999 the image matches that of a 24"" 2 stage 208cc snow blower when i click the shop button it also takes me to the page of the 24"" 2 stage 208 cc snow blower that has a regular price of 82999 however when i try to check out it states that ts is not the right snow blower and that the coupon is actually for a snow blower whos regular price is only 699 and does not match the image on the coupon nor the page the coupon directs me too",INT-sv1appin09-1447600984010-49662,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.132046230455
i dont get it i ordered ts for pick up in your westwood store now you tell me y ou dont have it there even though it said you did when i ordered it i am now trying to change it to pick up in watertown and you want to charge me another 175 to do that what gives you tell me you have it but dont so now i need to pay you more here is th order number xxxx-xxxx-0090,INT-va1appin08-1445108682067-45088,Store_Pickup_Queries,Store_Pickup_Queries,0.161028192969
 my last chat disconnected i was writing about a canceled order my name is steph,INT-sv1appin06-1447609311405-50507,Cancellation,Order_Issue,1.43661270289
i would just like to know the model number of your shark professional lift away steam pocket mop and whats included in the box it is priced 10999 thanks yes,INT-va1appin08-1445024539691-38356,Product Details,Product Details,0.366638195362
 i have seen an advert for a cordless dyson at pound179 wch model is ts,INT-va1appin09-1437572961935-50531,Price _Enquiry,Product Details,0.361739638892
i am trying to access my layaway 2 days and it keep telling me layaway not available,INT-sv1appin10-1447624789855-52182,Layaway Query,Layaway Query,1.6949248746
im trying to place an order through fast track and it just keeps looping and sending me back to reservations page,INT-sv1appin05-1438595956396-113269,Checkout Issue,Checkout Issue,0.311043035519
 im looking for a fridge freezer with the freezer being larger than the fridge section,INT-va1appin07-1439201202285-121575,Product Details,Size-Shape,0.222934440124
i am not able to login to my account,INT-sv1appin10-1447646686241-54596,Account_Enquiry,Account_Enquiry,0.499784888847
what does it mean when an items says not available for spping but there is no store pickup in the area,INT-sv1appin10-1447648088381-54718,Store_Pickup_Queries,Store_Pickup_Queries,0.276440090515
need dimensions of graco remi crib and changing table,INT-sv1appin05-1447599941606-49570,Product Details,Product Details,0.158360349691
 how long will you hold an item in store,INT-va1appin08-1438806466609-99333,Product Inventory,Store_Pickup_Queries,0.498205643903
do you have a presto perculator in stock at your monroeville store no sorry,INT-sv1appin08-1441375072716-21638,Store_Pickup_Queries,Product Inventory,0.761906264461
 - im trying toorder an item and keep tting a loop it may be the item is unavailable,INT-sv1appin07-1447599446586-49526,Product Inventory,Product Inventory,0.850081053481
can i order online with my argos card and get the discount code as wello,INT-sv1appin10-1438156351613-89305,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.449891918858
the product im looking at says it can be delivered witn the next 5 days and also has a saturday delivery option however when i go to the checkout it doesnt give me ts option,INT-sv1appin09-1438168786913-89896,Order_Assistance,Shipping Inquiry,0.504548446321
 could you tell me how long the offer of 10 is on for on the multi gym 2144177 thanks,INT-va1appin06-1438012725636-78206,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.613980820771
can you deliver to australia ok - thanks anyway goods are just so much more expensive in australia me too,INT-sv1appin08-1441425645542-25420,Shipping Inquiry,Shipping Inquiry,0.751047182064
 we are looking at beds and some are reduced at present can you tell me how long ts promotion will be on for ,INT-va1appin09-1438797532134-98289,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.143117225007
" ""i am trying to apply coupon code tgt6h257 for discount of 500 off 5000 purchase can you check why it is not applied"" shopping cart number is xxxx-xxxx-0933",INT-va1appin07-1445020251420-37701,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.22721388543
 whats the returns policy with ts item,INT-sv1appin05-1438365648878-103560,Return Policy,Return Policy,0.780834207654
if i made an online purchase last night when will the points earned show up in my account,INT-sv1appin07-1447512187271-42488,Rewards,Rewards,0.69212143641
i need ts to be deliver in a day or two can ts be done,INT-va1appin05-1438893877962-105825,Shipping Inquiry,Shipping Inquiry,0.71290433936
yes i am looking for a under counter freezer with the width of600mm and 870 mm height,INT-va1appin09-1438774830295-96062,Manufacturer Information,Size-Shape,0.436484117263
why was my order cancelled,INT-sv1appin08-1447609455157-50521,Order_Issue,Order_Issue,1.03783081269
 if i reserve an item and pay for it now can i collect on saturday,INT-va1appin05-1438689206947-89642,Order_Assistance,Order_Assistance,1.27587127032
what happens if i redeem points and then return the item do i loose my points,INT-sv1appin06-1447624953961-52201,Rewards,Rewards,1.67864149494
i wold like to have ts item bounce  ride elephant spped to the target store in monroe ny for pick up i have not completed the payment information yet i would like it sent to target in monroe for pick up,INT-va1appin05-1445108719665-45088,Payment Issues,Store_Pickup_Queries,1.08914093718
i would like to have free spping what is a red card,INT-sv1appin07-1441296851192-21800,Rewards,Shipping Inquiry,0.594864263337
what are the measurement for king size and superking mattresses,INT-va1appin07-1439227019912-123611,Product Details,Size-Shape,1.18208848554
ordered ts microwave 11112015 paid 371oo for it and saw it in the store for a special sale 29900 can you match the price,INT-sv1appin09-1447592109077-48974,Price Match,Price Match,0.55004088183
i am trying to use a gift card but the computer says i have already used it 049-200-006-037-567 access number is xxxx-xxxx-34 on my phone,INT-sv1appin10-1445172258152-340,Giftcard_Issues,Giftcard_Issues,1.04244268444
alicia also how do i apply a 15 off coupon xxxx-xxxx-8220,INT-va1appin09-1445009500458-14624,Store_Pickup_Queries,Promotions/Deals/Discounts,1.30816916071
can you find out when ts will be back in stock threshold heatherstone wicker patio storage trunk coffee tablethreshold heatherstone wicker patio storage trunk coffee table for the coffee table i thought it was only one color online item  xxxx-xxxx-88 the loveseats are in stock that is not the problem i also want the trunk coffee table and that is not in stock did you find out,INT-sv1appin09-1441376117889-28640,Product Inventory,Product Inventory,0.490868732961
" i am trying to order ts refrigerator and it is insisting on charging me for a 5"" water hose for ice maker and i dont need the ice maker and i cant remove it from my cart i still want the free set up of putting on the doors and the handles",INT-sv1appin07-1447462933844-39660,Order_Issue,Order_Issue,0.12353733306
 there why is it i never can apply for an argos card,INT-va1appin07-1438787156965-97100,Payment Issues,Payment Issues,0.713212324386
if i order ts dishwasher now how long will it take to deliver please,INT-va1appin08-1439156383835-118933,Shipping Inquiry,Shipping Inquiry,0.724523048709
 whats the delivery timescale on ts item says witn 35 days,INT-va1appin09-1438878243898-104488,Shipping Inquiry,Shipping Inquiry,0.608150997992
will ts oven be installed when delivered  and will there be an extra cost,INT-va1appin06-1439134770799-117947,Product Inventory,Shipping Inquiry,0.164991272815
if i do a pick up in store do i have to get it today or can i get it another day ok do you know x,INT-sv1appin08-1445190338823-773,Store_Pickup_Queries,Store_Pickup_Queries,0.621278222057
" i cannot seem to see the spot to enter in discount codes ""yes it is not giving me that option on the billing page or review and order page""",INT-va1appin08-1445033633375-39605,Order_Issue,Promotions/Deals/Discounts,0.26707983333
im trying to use a manufacture coupon on an online order but dont know how thank u oh i see thx are there any promo codes to use pampers swaddler diapers economy size,INT-sv1appin09-1441468978424-35521,Store_Pickup_Queries,Promotions/Deals/Discounts,1.2989109206
it wont let me use the promocode wedding20 for these registry items i had it in there before but now it wont accept it id rather have it instead of 5 of 50 coupon theres no button to remove 5 off coupon,INT-va1appin08-1445016530896-37115,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.02627826494
 have already canceled 2 of my layaway orders and ts one has been processing since the 9th of november we have done ts for 3 years and ts is the only year i have had so much trouble with my layaway,INT-sv1appin10-1447513637735-42655,Layaway Query,Layaway Query,0.466777456878
"can i pay for my online target order with my paypal account ""great thats all i wanted to know thanks bye""",INT-sv1appin08-1441494095312-28388,Payment Issues,Payment Issues,0.904478046356
 is it possible to split payments partially between two debtit cards,INT-sv1appin10-1438099922911-84203,Payment Issues,Payment Issues,0.894935570602
i have a kmart shop your way account ending in8354  and i need it linked to my current account  my points are incorrect,INT-sv1appin09-1447629849736-52776,Rewards,Rewards,0.955909295586
visitor 29023 do u need a cable wire for the wi-fi box,INT-node0-1402791145109-29023,Product Details,Product Details,0.367692175355
was looking at getting an argos card what is the criteria,INT-va1appin05-1439144376466-118402,Product Details,Payment Issues,0.345736538235
i went to buy sometng and the payment went blank after i put in the card detail,INT-va1appin09-1437922988699-73296,System Issue,Payment Issues,0.352608266685
"i have order of 7792 in my cart and am at check out but 10 off 75 promo in effect today is not coming up on my final summary though my redcard discount is what do i need to do to access the 10 off offer ""i am at the """"save and continue"""" point""",INT-va1appin10-1445012967276-15176,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.798465714169
"having trouble to select ""pick up at store"" ""actually it says """"sp to store free"""" when i select ts it show a list of stores but i can not select any one of them"" ""oh got it thank you for the info bye""",INT-sv1appin10-1441079727643-5604,Store_Pickup_Queries,Store_Pickup_Queries,1.33267602756
" rachelle  where can i see the estimate spping address before ordring ""im sorry-- not address but spping delivery time"" it only said free spping ""thanks  saw that another question im sending it to an hotel addressjust want to make sure its ok"" ""ok thank you"" ""no thank you for your help have a great day""",INT-sv1appin09-1441222624151-15366,Shipping Inquiry,Shipping Inquiry,1.66386920874
i have been trying to order and collect for tomorrow but it will not let me,INT-va1appin06-1438893749341-105811,Shipping Inquiry,Order_Assistance,0.67330970439
if i order these curtains now i can pick them up in the store in 2 hours,INT-sv1appin07-1445171753194-333,Store_Pickup_Queries,Store_Pickup_Queries,1.26608258896
"im trying to order the 24"" snowblower using the syw coupon that brings the price down to 399 but it says in the cart that the coupon does not apply what is the issue",INT-sv1appin08-1447620642248-51714,Order_Issue,Promotions/Deals/Discounts,0.294135436912
i had entered my credit card details but it appears to have crashed before processing can you check ts i see the item is still in the trolley,INT-va1appin08-1437989685251-76635,Checkout Issue,Order_Assistance,0.150842170285
where or when do i put in the pick up location to get the 1000 savings ok tks,INT-va1appin09-1445098238065-22507,Promotions/Deals/Discounts,Store_Pickup_Queries,0.747610157186
can i put ts on layway,INT-sv1appin05-1447544303066-46481,Layaway Query,Layaway Query,1.57235985224
 kai i am looking for french toast toddler boys long sleeve pique polo burgundy color is there any chance i can get that color,INT-va1appin10-1445030093007-17758,Product Details,Product Details,0.460247050154
i brought a cabinet for my kitchen several months ago and never opened the package because i wasnt able to get any help setting it up is there any way you can look it up and let me know if i could exchange it for merchandise at the store,INT-va1appin07-1444959852402-31905,Store_Pickup_Queries,Return Policy,0.326723667713
"i have ordered three items it looks like two will be ready and one needs to be delivered to the store at a later date can i hold all three items so that i can make just one trip to the store ""okay thank you that is all i need for today""",INT-va1appin06-1445106469158-44835,Store_Pickup_Queries,Shipping Inquiry,0.319420191065
i had ts in my cart with a promo code fall10 and no w the price has changed,INT-va1appin09-1445012348660-15080,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.318557486938
" i was wondering does target do price match ""its kco222 for 80 target but 56 at amazoncom"" httpswwwamazoncomsref=nb_sb_noss_2url=search-alias3dapsfield-keywords=kco222rh=i3aaps2ck3akco222",INT-va1appin07-1445022118735-37996,Price Match,Price Match,1.16696493472
if i do layaway online can i still have all items spped to my house we do not have a kmart in ts area anymore so id have to have everytng spped to my house,INT-sv1appin09-1447549370989-46942,Shipping Inquiry,Shipping Inquiry,0.550180015068
i was just wondering is the 3rd of september the best delivery date possible for ts table and chairs cat num 6035718 delivery address 35 grasmere coleraine bt522dj i was needing it quicker if possible i was hoping maybe even a cancelled delivery may arise,INT-va1appin05-1439110304482-117067,Shipping Inquiry,Shipping Inquiry,0.727428434589
 sal im katy my cart is xxxx-xxxx-6756 if i order the nick and nora female pajama set - leopard how long will it take to get to my house i need it before halloween a few days before halloween would be best the item is not available for store pick up,INT-va1appin08-1445123003572-46543,Shipping Inquiry,Store_Pickup_Queries,0.25586091075
" abigail i hafe a i have a question about my order i am trying to have them spped but the screen comes about pick up i dont want to pick them up i want the spped  abigail cart number xxxx-xxxx-7447 and email xxxxxxx ""no problem i tnk i see what i did wrongon one of the items i clicked in store pickup and i just changed it just now""",INT-sv1appin10-1441497169799-37533,Shipping Inquiry,Store_Pickup_Queries,0.314051957472
womens sam and libby peyton bootie does it not come in 11,INT-va1appin07-1445138876474-47700,Product Details,Product Details,0.573171713779
i am looking at 2 item wch seem to be the same except there is a pound20 difference,INT-va1appin09-1437763818844-66963,Product Comparison,Product Details,0.74392263486
 last night i ordered sheets for my daughter for xmas  today t are a better price xxxx-xxxx-7703 xxxxxxx,INT-va1appin05-1445023820002-38247,Price Match,Price _Enquiry,0.266838390845
 i was trying to use a gift card online but when i click apply notng happens ok it worked out thanks so much,INT-sv1appin05-1441427078708-33451,Giftcard_Issues,Giftcard_Issues,0.400043694783
 i understand that ts product is available for home delivery only i would like it delivered to my home but i would also like to pay with argos gift cards not redeemable on the website will i be able to purchase the macne in store pay with gift cards and have it delivered to my home,INT-va1appin05-1437741934408-65057,Order_Assistance,Product Inventory,0.193771817572
visitor 6025 but i am looking for upgrade options visitor 6025 is it the same whether upgrade or new contract ,INT-node0-1404241405626-6025,Plan Device Upgrae,Plan Device Upgrae,1.4640814566
an item is not showing the same price as quoted after it was added to the cart xxxx-xxxx-3479,INT-va1appin07-1445120426120-46317,Price _Enquiry,Price _Enquiry,0.235826823931
 i hoping it a b two to three day delivery say no dates available jane,INT-va1appin10-1438938271036-108589,Shipping Inquiry,Shipping Inquiry,0.202418573339
i was expecting a delivery today and i called ups to track it and t believe it was either stolen or left somewhere else,INT-sv1appin08-1447477430593-40794,Order_Issue,Shipping Inquiry,1.02500051786
i would like to place an order for washer and dryer that i had previously ordered but the order has been cancelled,INT-sv1appin07-1447632118426-53049,Order_Assistance,Order_Issue,1.06670808902
 i want to have ts hoover and three year cover delivered but i want to pay with my argos card and also how many months would i be eligible for interest free buy now pay later thank you manda,INT-sv1appin07-1438177406709-90498,Order_Assistance,Payment Issues,0.394329649029
i have a  25 gift card i would like to use it with my purchase and its not making me,INT-va1appin09-1445130854248-25772,Giftcard_Issues,Giftcard_Issues,0.473168152653
i am looking for a hepa filter for model 11621514010,INT-sv1appin05-1447606157313-50178,Product Details,Product Details,0.337888785944
yes m surprise ponits are not applying,INT-sv1appin09-1447610535794-50638,Rewards,Rewards,0.461811049946
 i was wondering what the actual size of the amy fabric and leather corner group are both sides equal or is one side longer than the other,INT-va1appin05-1439224702171-123375,Size-Shape,Product Details,0.372653126994
i am trying to type my rewards number and when i click lookup it will not do anytng can you give it to me,INT-sv1appin09-1447638495948-53788,Rewards,Rewards,0.572373786623
what is the special offer on item 1281062 thank you,INT-va1appin06-1439062043602-115325,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.2959837031
" blake ""my husband has a red card and is the process of getting a new one because he misplaced s current one he was told he could still get the 5 discount wle waitingare we able to do that online we were wanting to order tngs from our baby registry"" we are just not sure how to get the 5 off online without our card numberor do we have to wait till we get the new card debit what details do we need the card number and security code ok thanks",INT-sv1appin08-1441326748779-19210,Rewards,Payment Issues,0.115350524743
i am trying to apply ts coupon to the registry purchase and it is not posting alright email,INT-va1appin09-1445019146434-16123,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.766652405508
do you match prices on the i pad air 2 in gold thanks the store has a price match policy thanks no thanks,INT-sv1appin06-1441463668727-33290,Price Match,Price Match,0.54122130047
yeah im trying to place my order and check out but my phone doesnt seem to be able to reach it,INT-sv1appin07-1438344538390-101817,Checkout Issue,Order_Issue,0.371218492798
i have sometng on layaway and someone in my family already bought it is there any way i can take that item off,INT-sv1appin10-1447631936647-53027,Layaway Query,Layaway Query,0.671375576697
 looking at a tub sofa that i might purchase in crescent link londonderry ts week how long would it take to deliver and what is delivery charge,INT-va1appin05-1439128489699-117662,Shipping Inquiry,Shipping Inquiry,0.560072504467
my wasng macng has just broken down and im after a new one but was wondering if purchased on friday roughly how many days would it take for it to be delivered,INT-va1appin09-1439232232680-124130,Shipping Inquiry,Shipping Inquiry,0.460237034731
 i am interested in ts wasng macne but i just want to confirm that it is black not silver,INT-sv1appin09-1438087229949-82870,Color,Product Details,0.281439814644
the promo code that i put in when i check out says it is not available at ts time please help xxxx-xxxx-8298,INT-va1appin07-1445055414949-41536,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.687071205303
is there a 15 of ts price 22499,INT-sv1appin06-1438256959600-96197,Promotions/Deals/Discounts,Price _Enquiry,0.278995541315
these were in stock last night i want two when will t be in stock now,INT-va1appin07-1438854296781-102765,Product Inventory,Product Inventory,0.999094856929
"im looking at the baby gate shown at httpwwwtargetcompevenflo-secure-step-top-of-stair-baby-gate-a-xxxx-xxxx-06 and on that page it shows a price of 4599 however when i add it to the cart the price goes up to 5399 do you know why can i get ts item at 4599 ""can i purchase ts gate for the price shown on the listing wch is 4599""",INT-va1appin09-1445002984733-13614,Price _Enquiry,Price _Enquiry,0.135055800288
 i am trying to find the new genova chest of drawers to match the bedside chest i bought about a month ago it is on page 1270 of your paper catalogue but i cannot find it online can you please help,INT-va1appin05-1439156551906-118942,Product Inventory,Product Inventory,0.478542104459
i purchased a snowblower ts am i was having trouble with my shop your way rewards password reset so was not able to apply my points to ts purchase can t still be applied as some are about to expire,INT-sv1appin06-1447608551688-50425,Rewards,Rewards,1.25337026001
can i return them because my wife dont like ts color,INT-sv1appin07-1447471007747-40380,Return Policy,Return Policy,0.864626448686
just tried to order swanley oak dining table but it says it is unavailable for delivery how can i order it when will it be back in stock,INT-va1appin07-1438974312527-111193,Product Inventory,Product Inventory,0.402855634964
i would like a double gas oven free standing dark colour,INT-sv1appin09-1438625383280-115617,Color,Color,0.425645334951
looking for a good wardrobe sometng solid,INT-sv1appin09-1438625919831-115672,Material,Material,0.304740586909
" i just bought a headphone today from targetcom and picked up the item but to my surprise when i check the receipt it says item is non- returnable ""order xxxx-xxxx-3213 september 02 2015"" ""i am not returning the item i just wonder why is that not returnable what if sth wrong is with the headphone in a few days"" xxxxxxx",INT-sv1appin07-1441246943069-17971,Return Policy,Return Policy,0.462245442471
i just applied for a red card and was approved however when i go to checkout it does not give me the options to pay with ts card credit,INT-va1appin09-1445048905165-19705,Payment Issues,Payment Issues,1.00911770879
do you have on line lay away at ts store,INT-sv1appin08-1447482620303-41045,Layaway Query,Layaway Query,0.862913656298
 last night i tried to buy the black shorty bunks with matress on the 24 mth term after i completed the details it said there was a technical error and to try later ts happened twice is there a problem with the website,INT-va1appin05-1437393457457-34640,System Issue,Order_Issue,0.300397180676
 i have a kenmore elite dishwasher model  66517462 and i need to get some replacement parts for it,INT-sv1appin06-1447603483154-49903,Product Inventory,Product Details,0.54166895243
" garry i am ordering dog food online the offer says a 10 gift card with purchase of 2 bags will the gift card be sent with the dog food ""ok so in a separate mailing""",INT-va1appin09-1445011456914-14935,Shipping Inquiry,Giftcard_Issues,1.37457499621
i would like to buy it on my argos card,INT-va1appin06-1437811220968-69284,Payment Issues,Order_Assistance,0.298155306011
 sander i just have a quick question i am looking at a fan and i was just wondering if that specific item is in a particular store i was looking at the honeywell quiet set 8 speed tower fan and i was wondering if its in stock at the target in 93405 zip area code thank you perfect is there a way to purchase it online and just pick it up at the store,INT-sv1appin10-1441489949073-37097,Store_Pickup_Queries,Store_Pickup_Queries,0.515138852593
