lineText,sessionId,y_pred,y_prob_max,y_true
are you able to advise where ts sofa is on display in south wales for me to try it for comfort,INT-sv1appin07-1438605393730-113713,Return Policy,-0.122086626081,Return Policy
when is the offer ending,INT-sv1appin10-1438335666731-101490,Promotions/Deals/Discounts,1.15788945787,Promotions/Deals/Discounts
can i apply for a argos card to purchase,INT-sv1appin07-1438627438645-115812,Payment Issues,0.398738198182,Payment Issues
yes please could you clarify the width of ts wardrobe in feet and inches,INT-sv1appin05-1438086607644-82839,Size-Shape,0.775595262774,Size-Shape
 i was wondering what fabric is the bed heart of house filby double bed frame - dove grey made out of,INT-va1appin06-1437567683042-50049,Product Inventory,-0.219769321572,Material
i will state i am very irritated because i have been online chatting with an individual by the name of rhonda who obviously needs another job i ordered a snow blower off brads deals that i should have gotten for 15999 as advertised and it was 19902 when i checked out,INT-sv1appin08-1447551973158-47170,Payment Issues,-0.815173030296,Price Match
i want to cancel an order i just places in a store for a swagway scooter,INT-sv1appin09-1447540797737-46121,Cancellation,1.19535185717,Cancellation
the sales person said he couldnt even order it online,INT-sv1appin08-1447542639514-46313,Order_Issue,-0.14059145052,Order_Issue
got a email saying i canceled my appt for a oil change on tue11172015 at 900 am but i did not cancel  whats up ,INT-sv1appin07-1447625057736-52214,Order_Issue,0.274068183118,Order_Issue
" sean i just wanted to find out if items on sale qualify for 1000 off for store pick up ""ok thanks""",INT-va1appin07-1445032888450-39507,Promotions/Deals/Discounts,0.333153278674,Promotions/Deals/Discounts
 i had a quick question i added qualifying items for the 25 gift card wth 150 baby purchase is there i code ihave to enter at check out or is it automatic thanks that was it nope that was it just wanted to make sure before completing the order thanks have a great day,INT-sv1appin09-1445195526328-917,Giftcard_Issues,0.483237961496,Giftcard_Issues
visitor 4660 what is the corporate 800 number to buy qty of parts,INT-node0-1401807491253-4660,Product Details,0.230142011558,Product Details
i have an oninre vouche rfor pound10 the vacuum i fancy is in my local branch ccan i use my voucher there,INT-va1appin09-1439224428454-123349,Rewards,0.283048227055,Rewards
i placed a layaway order ts morning and it is not showing up online i have a order number if that will help,INT-sv1appin05-1447527079181-44442,Layaway Query,0.167872457345,Layaway Query
is there such a tng as a protective cover for a new ceramic top stove until ready to use the stove,INT-sv1appin10-1447609066588-50479,Product Inventory,-0.281573552579,Product Details
have a coupon code for a snow thrower- it says the regular price is xxx but also says it is 22 inch i would like to know wch product it is the offer is for 399 using code xxxx-xxxx-xxxx-xxx,INT-sv1appin10-1447601490284-49710,Promotions/Deals/Discounts,0.410244769018,Promotions/Deals/Discounts
 therewhat colour are the seat pads please kind regards paul,INT-va1appin06-1437814383564-69375,Color,0.0514064621164,Color
lease can i have the telephone number to place an order,INT-sv1appin09-1438511381025-109414,Order_Issue,0.235078463542,Product Comparison
i have 415 in points  t are not showing on order i want to make,INT-sv1appin08-1447506894531-41973,Rewards,0.548677615245,Rewards
"is the 18"" electric chain saw price at 8999 in store price as well",INT-sv1appin05-1447598112950-49411,Price _Enquiry,0.198604806864,Price _Enquiry
i wanted to order 1 jacket for my grand daughter but ended up ordering 2 - i want to return 1 of them - how do i do that ok i want to mail it back - i am not close to a store great thank you oh thank you - ts is most helpful no have a good day,INT-sv1appin06-1441124507768-7380,Return Policy,0.175606869018,Return Policy
 what guarantee comes with the ovens please,INT-va1appin06-1439237179325-124602,Manufacturer Information,0.247771409,Product Details
yeah just about to place the order can the delivery be address be different from the billing address,INT-va1appin10-1437500990615-44720,Shipping Inquiry,0.160688718728,Order_Assistance
we was wondering if we could return a medela breast pump that we bought on 8xxxxxx we have everytng including receipt and box no in store,INT-sv1appin10-1445204218888-1143,Return Policy,0.653014154073,Return Policy
visitor 28956 kayle would be so kind as to make sure what i am ordering is a windows 7 ts is a surprise for my brother he knows windows 7 but has problems with windows 8 thank you,INT-node0-1402790059097-28956,Product Details,0.141568603878,Product Details
last time i made a purchase i had points but also an offer to have 5 in points is i spend 10i used those points and mine for the purchaseor so i thoughtmy balance looks a little small,INT-sv1appin05-1447473205009-40534,Rewards,1.63531799687,Rewards
for the past 2 days ive been trying to order the bestwy vegas lay-z-spa- express it says its in stock and takes you all the way through and then at the end says its out of stock,INT-va1appin06-1438709674604-91442,Product Inventory,0.0730843166144,Product Inventory
it doesnt appear to be in stock in any of my local stores,INT-sv1appin07-1438634509257-116503,Product Inventory,0.389318989731,Product Inventory
i just want to know is it strong enough,INT-va1appin05-1439213239747-122269,Product Details,-0.51566317975,Product Details
i need to know where my spping label is being sent i got an email saying it as being sent to the pick up,INT-sv1appin05-1447621931116-51866,Shipping Inquiry,0.250039315318,Return Policy
" - is it possible to pick up ts item at a nearby store even tho t do not carry it ""yes - it is """"kiss my face"""" roll on deodorant"" yes - thats it ""thanks - i was trying to avoid the spping charges by picking up the item at a store but it sounds as if thats not possible perhaps i can find another 20 to spend so the spping is free do you agree thats my only option"" thanks for your help nope - all set over and out",INT-sv1appin08-1441459011850-26327,Store_Pickup_Queries,0.466977527191,Store_Pickup_Queries
"ts item said ""order now for delivery witn 12 days"" but now i am trying to order it it says out of stock help",INT-va1appin06-1438688349128-89614,Shipping Inquiry,-0.306697760918,Product Inventory
i would like to know please if the mattress ashley regular mattress for kids 3148512 it is good for my teenager girsl 12 and 15 years old with 45 to 55 kg or it is better the single 1836390 thank you very much,INT-va1appin09-1439232085632-124117,Product Details,0.361673334448,Product Comparison
can we pick up from a store near us any single futon any colour the cat no is 4276627 and our post code is n1 8qb,INT-va1appin08-1438886900984-105236,Store_Pickup_Queries,-0.0176020560901,Product Inventory
trying to put sometng in my cart and it wont allow me adam lipps gray and wte mohair coat size 1x 5999 im sorry 6999 adam lippes for target plus size mohair coat - grey  wte plaid,INT-sv1appin07-1445198618942-1002,Product Details,0.215093282621,Product Inventory
can i use my cartwheel when making an online purchase numeric ok thanks for your help,INT-va1appin08-1445123291829-46567,Order_Issue,0.342364519087,Order_Issue
the production descriptions state it is made of glass i picked it up today it is made of cheap plastics,INT-sv1appin07-1447624288560-52126,Product Inventory,-0.372797127007,Product Details
i just wanted check wether ts bike contains the lagguage carrier,INT-va1appin09-1439138848430-118150,Order_Issue,-0.508080771786,Product Details
 i am just looking at the beds i am after a double brownchocolate leather effect but not the hygena make i thought i saw a heart of house one yesterday but now i cant see it,INT-sv1appin07-1438098552443-84032,Product Inventory,0.349338109562,Color
visitor 1370 that is with out the extra geek squad warranty correct,INT-node0-1401731992080-1370,Warranty Enquiry,2.02216425044,Warranty Enquiry
" im planning on buying the ""forty winks newington essential"" double bed with storage i want it with one big drawer instead of two small ones how big is the big drawer and i can only pull it out from one side of the bed is it possible to pull it out from both sides or do i have to order it with either right or left side",INT-va1appin08-1439208865319-121958,Product Details,-0.298018513573,Size-Shape
im looking to buy a bed  and it cant be delivered until the 27th of ausust,INT-va1appin09-1439212360569-122196,Shipping Inquiry,-0.141387462674,Shipping Inquiry
" henryhow are you ""i was shopping yesterday and came in ts morning to finish my order everytng appears to be ok on the order but all the gift cards associated to the items im ordering have disappeard from the cart"" do you know if there is a system issue at present around gift card with purchase specials",INT-va1appin08-1445109932837-45239,Giftcard_Issues,0.961037012693,Giftcard_Issues
" is ts product the same price online and store preparation h maximum strenght pain relief 09 oz well so why target is saying its aavailable for pick up at tulare ca store for 682 ""meaning that i have to order online and goto pick it up at the store if yes ts is simple ridiculous"" why cant i buy for the same price directly from the store",INT-sv1appin05-1441309673302-23430,Store_Pickup_Queries,1.00609996171,Price _Enquiry
visitor 29493 will ts rockfish for 8quot to 9quot readers work with my samsung galaxy tab pro 84,INT-node0-1402799637332-29493,Product Details,0.0310612219501,Product Details
 scott how can i enter the promo code kids to the clearance clotng in my cart xxxx-xxxx-8296 cart,INT-va1appin08-1445057353369-41643,Promotions/Deals/Discounts,0.730751381368,Promotions/Deals/Discounts
im looking for a left sided leather corner suite does argos have 1 ,INT-va1appin06-1439231729213-124082,Payment Issues,-0.452346071872,Product Details
is there a way to sp gift from a registry to the couples house do yall not keep the address on file for them ok thanks,INT-va1appin09-1445106981650-23490,Shipping Inquiry,0.376130375952,Order_Issue
the website said if you purchase 25 of halloween merchandise you will get 5 off at checkout im ready to t the complete order button but it is not taking the 5 off my 2666 order xxxx-xxxx-3363,INT-va1appin07-1444970028010-32842,Promotions/Deals/Discounts,-0.419276585172,Promotions/Deals/Discounts
do you have a rail wardrobe with wheels,INT-sv1appin08-1438619488186-115004,Product Details,-0.382607614918,Product Inventory
why cant i pick up ts item at my local target i live 2 hours from the next nearest target store thank you,INT-va1appin09-1445001542753-13410,Store_Pickup_Queries,1.20248587972,Store_Pickup_Queries
i am unable to change my email address,INT-sv1appin06-1447596504696-49274,Account_Enquiry,0.453920564248,Account_Enquiry
it says i have 500 in surprise rewards how can i use it with ts order,INT-sv1appin10-1447551232062-47106,Rewards,0.616086828185,Rewards
"im about to place an order online for someones wedding registry im going to enter code laborday for a 10 discount i have a pharmacy rewards coupon that gives me 5 can i use both of them also i have a target credit card i know if i use the credit card i can also save 5 but what if i use a target gift card instead of credit card would i not get that 5 then ""if my gift card is for an amt over what i am spending i will still have a balance on my gift card""",INT-sv1appin07-1441482645388-36545,Giftcard_Issues,-0.0493202156138,Giftcard_Issues
visitor 264 ive tried 10 times to submit an order  always rejected whats going on visitor 264 it says submit credit card type but there is no way to do so,INT-node0-1401717119455-264,Order_Issue,-0.267226603063,Payment Issues
" macey i went into a store to buy the starbucks via latte but there werent any id like to buy them online only tng is i have coupons for them i have coupons i wanted to use do you know if theres a way i can use the coupons ""t are manufacturer coupons what would a code be like""",INT-va1appin10-1445144867797-26591,Promotions/Deals/Discounts,0.968987746014,Promotions/Deals/Discounts
my daughter will be returning to ucla on september 20th you currently have a sale on mini-fridges we would like to know if we would to purchase the fridge online how long before we can pick it up in ucla well either or you currently have one on sale and at the top of the page it reads free spping on orders of 25+ emerson 44 cu ft mini fridge emersonin stock onlinesold in storeseligible for store pickup emerson 27 cu ft mini fridgeemerson with the frees pping can we choose the date of delivery ok thank you,INT-sv1appin08-1441138594389-7131,Shipping Inquiry,0.370793068143,Store_Pickup_Queries
i am looking to buy a playhouse today - please can you tell me what playhouses are available for collection today from the sears retail park in solihull,INT-va1appin07-1438863533122-103216,Product Inventory,-0.175731864966,Shipping Inquiry
 william the vacuum i am looking at comes with a 2 year guarantee i want to extend the warranty - but i need a plan that starts in 2 years time is that possible,INT-va1appin06-1438007883085-77768,Manufacturer Information,-0.0748073403015,Manufacturer Information
christine 1614 wspering pines rd crawford ms 39743,INT-va1appin10-1445047389196-19595,Account_Enquiry,-0.257225136732,Promotions/Deals/Discounts
i ordered ts bagger online because it said a vaible for pick-up that day,INT-sv1appin09-1447519992096-43475,Store_Pickup_Queries,0.378973171815,Store_Pickup_Queries
i dont return until 15th august dont worry i will have a look at delivery dates thank you,INT-va1appin07-1438796118970-98107,Return Policy,-0.0977562142216,Shipping Inquiry
ts bed will replace two queen bed sets can all four pieces be taken away,INT-sv1appin10-1447520663979-43559,Size-Shape,-0.156891631644,Product Details
is the bush bcf60l available in store,INT-va1appin08-1438949026192-109044,Product Inventory,0.314294541082,Shipping Inquiry
i am making an order for the tom allen wedding registry what i need to know is ts the hand towel is not listed in 2 different colors is that right,INT-sv1appin10-1445199811382-1037,Product Details,-0.203581787768,Product Details
i purchased a tablet on dec 6th along with the extended warrant and its dead,INT-sv1appin09-1447592058124-48969,Warranty Enquiry,-0.220844355264,Warranty Enquiry
 with the measurements for the wasng macnes does the height include the feet on the wasng macnes,INT-va1appin08-1439219776421-122908,Size-Shape,0.148195253953,Size-Shape
i am trying to order a cooktop first your site says free delivery over 49 the cooktop is 358 yet i get to the cart and delivery is 69,INT-sv1appin05-1447526232431-44323,Shipping Inquiry,0.297527795599,Shipping Inquiry
 item  spm6016646505 ts is a 3 piece luggage set when you put in cart it is only for the 28in luggage pls advise,INT-sv1appin09-1447474724922-40623,Order_Issue,0.257980673666,Order_Issue
my fridge freeze as gone wrong need new one urgent what is the earliest you can deliver new one bushbsff55136i,INT-va1appin06-1439240493728-124900,Shipping Inquiry,-0.224351261595,Shipping Inquiry
" lia i have been watcng the website for two items to become available at my local store and t are now showing in stock so i contacted the store and the associate said even if i had a dpci t wouldnt be out on the floor im confusedthere showing in stock so why wouldnt t have them she wouldnt even patch me through to speak to someone for confirmation that t had the items the items are as follows descendants mal wig item xxxx-xxxx-73  dpci 240-xxxxxx  1000 and the descendants evie wig item xxxx-xxxx-72  dpci 240-xxxxxx the store is christiana in delaware thank you 19702 your welcome  ""sure thats no problem thanks"" ""okay thanks i will contact guest relations at the number provided have a great day and thanks for your help""",INT-sv1appin08-1441291368623-15996,Store_Pickup_Queries,0.288531366515,Store_Pickup_Queries
" under the shop your way rewards i have a coupon for a snow blower at 39999 with the regular price of 82999 the image matches that of a 24"" 2 stage 208cc snow blower when i click the shop button it also takes me to the page of the 24"" 2 stage 208 cc snow blower that has a regular price of 82999 however when i try to check out it states that ts is not the right snow blower and that the coupon is actually for a snow blower whos regular price is only 699 and does not match the image on the coupon nor the page the coupon directs me too",INT-sv1appin09-1447600984010-49662,Promotions/Deals/Discounts,0.132046230455,Promotions/Deals/Discounts
i dont get it i ordered ts for pick up in your westwood store now you tell me y ou dont have it there even though it said you did when i ordered it i am now trying to change it to pick up in watertown and you want to charge me another 175 to do that what gives you tell me you have it but dont so now i need to pay you more here is th order number xxxx-xxxx-0090,INT-va1appin08-1445108682067-45088,Store_Pickup_Queries,0.161028192969,Store_Pickup_Queries
 my last chat disconnected i was writing about a canceled order my name is steph,INT-sv1appin06-1447609311405-50507,Order_Issue,1.43661270289,Cancellation
i would just like to know the model number of your shark professional lift away steam pocket mop and whats included in the box it is priced 10999 thanks yes,INT-va1appin08-1445024539691-38356,Product Details,0.366638195362,Product Details
 i have seen an advert for a cordless dyson at pound179 wch model is ts,INT-va1appin09-1437572961935-50531,Product Details,0.361739638892,Price _Enquiry
visitor 21549 trying for last hour or so to process an order but my logon keep not working visitor 21549 i have resetted my password at least 3-4 times visitor 21549 can you help so i can check out,INT-node0-1402153599900-21549,Account_Enquiry,-0.0768171549578,Account_Enquiry
why wont my order go through it keeps asking me what card i want to pay with i chose creditdebit and then put my target numbers in and it keeps taking me back to review and enter my email and it keeps happening over and over i am trying to use my target charge card,INT-va1appin08-1445018974291-37496,Payment Issues,-0.0785322468844,Order_Issue
im going to buy a tv stand and wanted to get it spped but was wondering since i work if i can schedule a friday when i dont,INT-sv1appin06-1447630378524-52840,Shipping Inquiry,-0.0247008137063,Shipping Inquiry
i am trying to access my layaway 2 days and it keep telling me layaway not available,INT-sv1appin10-1447624789855-52182,Layaway Query,1.6949248746,Layaway Query
im trying to place an order through fast track and it just keeps looping and sending me back to reservations page,INT-sv1appin05-1438595956396-113269,Checkout Issue,0.311043035519,Checkout Issue
 im looking for a fridge freezer with the freezer being larger than the fridge section,INT-va1appin07-1439201202285-121575,Size-Shape,0.222934440124,Product Details
is there a deal available for 2 large size sofas,INT-sv1appin05-1438371313833-104012,Promotions/Deals/Discounts,-0.108948908505,Promotions/Deals/Discounts
i am not able to login to my account,INT-sv1appin10-1447646686241-54596,Account_Enquiry,0.499784888847,Account_Enquiry
what does it mean when an items says not available for spping but there is no store pickup in the area,INT-sv1appin10-1447648088381-54718,Store_Pickup_Queries,0.276440090515,Store_Pickup_Queries
need dimensions of graco remi crib and changing table,INT-sv1appin05-1447599941606-49570,Product Details,0.158360349691,Product Details
i would to buy wasng macne i but i need someone to carry the wasng macne to my flat and connect ,INT-va1appin09-1438858761995-102965,Product Inventory,-0.33616875694,Shipping Inquiry
 how long will you hold an item in store,INT-va1appin08-1438806466609-99333,Store_Pickup_Queries,0.498205643903,Product Inventory
do you have a presto perculator in stock at your monroeville store no sorry,INT-sv1appin08-1441375072716-21638,Product Inventory,0.761906264461,Store_Pickup_Queries
i would like to check if my order qualifies for 24 month finance before i submit it thanks,INT-sv1appin07-1447463396511-39708,Order_Issue,0.010029231335,Order_Issue
do you do lg,INT-va1appin08-1439152493070-118760,Product Inventory,-0.276696470283,Product Details
 i want to buy a vas w90-rub carpet cleaner on a buy pay in 6 months with home delivery but i carnt seem to get to do ts,INT-va1appin05-1438702674326-90705,Product Inventory,-0.123942266414,Payment Issues
 - im trying toorder an item and keep tting a loop it may be the item is unavailable,INT-sv1appin07-1447599446586-49526,Product Inventory,0.850081053481,Product Inventory
can i order online with my argos card and get the discount code as wello,INT-sv1appin10-1438156351613-89305,Promotions/Deals/Discounts,0.449891918858,Promotions/Deals/Discounts
 i am carol what is the head size of the mens fleece headband by athletech  do you need a item number ,INT-sv1appin06-1447525051105-44158,Product Details,0.042376614176,Product Details
the product im looking at says it can be delivered witn the next 5 days and also has a saturday delivery option however when i go to the checkout it doesnt give me ts option,INT-sv1appin09-1438168786913-89896,Shipping Inquiry,0.504548446321,Order_Assistance
visitor 4591  - i am looking for a laptop that is on sale i am used to a sony vaio but dont want to spend that muchdo you have any on sale that also have windows 7 home as opposed to windows 8,INT-node0-1401806336790-4591,Product Details,0.0472128530956,Product Details
 could you tell me how long the offer of 10 is on for on the multi gym 2144177 thanks,INT-va1appin06-1438012725636-78206,Promotions/Deals/Discounts,0.613980820771,Promotions/Deals/Discounts
looking at your 2015 catalogue we have a price of 36498 for airsprung buddy mattress included but when we looked online t are much dearer,INT-va1appin06-1437824339041-69654,Price _Enquiry,-0.121536852882,Product Comparison
can you deliver to australia ok - thanks anyway goods are just so much more expensive in australia me too,INT-sv1appin08-1441425645542-25420,Shipping Inquiry,0.751047182064,Shipping Inquiry
 we are looking at beds and some are reduced at present can you tell me how long ts promotion will be on for ,INT-va1appin09-1438797532134-98289,Promotions/Deals/Discounts,0.143117225007,Promotions/Deals/Discounts
" ""i am trying to apply coupon code tgt6h257 for discount of 500 off 5000 purchase can you check why it is not applied"" shopping cart number is xxxx-xxxx-0933",INT-va1appin07-1445020251420-37701,Promotions/Deals/Discounts,1.22721388543,Promotions/Deals/Discounts
 whats the returns policy with ts item,INT-sv1appin05-1438365648878-103560,Return Policy,0.780834207654,Return Policy
i note that nikon are offering cashback on cameras at the moment would ts offer apply to the item i looking at,INT-va1appin06-1438864960323-103310,Product Details,-0.2570030649,Promotions/Deals/Discounts
i would like to buy a bed frame but i would like the delivery day to be after 2 weeks is that possible,INT-va1appin08-1438950387452-109128,Shipping Inquiry,0.0721999088671,Shipping Inquiry
if i made an online purchase last night when will the points earned show up in my account,INT-sv1appin07-1447512187271-42488,Rewards,0.69212143641,Rewards
i need ts to be deliver in a day or two can ts be done,INT-va1appin05-1438893877962-105825,Shipping Inquiry,0.71290433936,Shipping Inquiry
yes i am looking for a under counter freezer with the width of600mm and 870 mm height,INT-va1appin09-1438774830295-96062,Size-Shape,0.436484117263,Manufacturer Information
why was my order cancelled,INT-sv1appin08-1447609455157-50521,Order_Issue,1.03783081269,Order_Issue
 if i reserve an item and pay for it now can i collect on saturday,INT-va1appin05-1438689206947-89642,Order_Assistance,1.27587127032,Order_Assistance
i am interested in buying a bed frame is there a store where i can see different bed frames - if not can i return the bed frame if i dont like the steadiness of it after assembling it,INT-sv1appin09-1438286055882-98573,Return Policy,0.0392722273646,Return Policy
" luis ""i am ordering 8 items online and wanted to use a bunch of target gift cards to pay for the items but alas it says i can only use 4 per purchase"" is there any way around that i do not wish to use anytng other than my gift cards",INT-va1appin08-1445102698962-44408,Giftcard_Issues,-0.235133584725,Payment Issues
what happens if i redeem points and then return the item do i loose my points,INT-sv1appin06-1447624953961-52201,Rewards,1.67864149494,Rewards
i placed an order online for layaway i changed my address in my account but i see in the order it did not take,INT-sv1appin09-1447630434184-52846,Layaway Query,0.000677678776421,Account_Enquiry
i wold like to have ts item bounce  ride elephant spped to the target store in monroe ny for pick up i have not completed the payment information yet i would like it sent to target in monroe for pick up,INT-va1appin05-1445108719665-45088,Store_Pickup_Queries,1.08914093718,Payment Issues
yes i have also added two mattress to the trolley can i please ask you to check if t will fit,INT-va1appin09-1437560076684-49651,Order_Assistance,-0.0127854748845,Size-Shape
i dont see where i can sign a message before i order a gift thanks i did it,INT-va1appin10-1445015993603-15634,Order_Issue,-0.398675841659,Product Details
"im interested in purchasing a chair that does not offer the ""sp to store"" option if i were to order it and should it not match my color scheme in my living room would i be able to return it and get credit for the handling fee okay thank you",INT-va1appin10-1445025987843-17173,Return Policy,-0.0978445994058,Shipping Inquiry
i would like to have free spping what is a red card,INT-sv1appin07-1441296851192-21800,Shipping Inquiry,0.594864263337,Rewards
what time dose kmart colse,INT-sv1appin07-1447551989172-47173,Shipping Inquiry,-0.352298443288,Store_Pickup_Queries
cant select delivery date and time it wont allow me to,INT-va1appin10-1439215202622-122440,Checkout Issue,-0.330431047113,Shipping Inquiry
visitor 15052 im trying to purchase alcd tv from you that is on clearance to be picked up at a store however once i try to check out it advises me tha it is not availablesku 7791059,INT-node0-1401998467329-15052,Store_Pickup_Queries,-0.283626973023,Product Inventory
i put post code in after clicking deliver and it shows me argos shops were i can pick them up i want them delivered what am i doing wrong,INT-va1appin10-1437659675875-57947,Shipping Inquiry,-0.153775955133,Order_Assistance
what are the measurement for king size and superking mattresses,INT-va1appin07-1439227019912-123611,Size-Shape,1.18208848554,Product Details
visitor 29494  i am trying to place an order i applied for your best buy credit card and got approved i have not received my card yet how can i place an online order,INT-node0-1402799647596-29494,Order_Assistance,-0.303421078102,Order_Assistance
have you got any i can collect in store np23,INT-va1appin09-1439205049293-121754,Order_Assistance,-0.0799561850519,Product Details
ordered ts microwave 11112015 paid 371oo for it and saw it in the store for a special sale 29900 can you match the price,INT-sv1appin09-1447592109077-48974,Price Match,0.55004088183,Price Match
" nigel im trying to buy 2 items on targetcom ""but it keep saying """"your redcard has been declined"""""" i know i am inputting everytng correctly",INT-va1appin06-1445056609706-41605,Payment Issues,0.0171378082174,Payment Issues
i am trying to use a gift card but the computer says i have already used it 049-200-006-037-567 access number is xxxx-xxxx-34 on my phone,INT-sv1appin10-1445172258152-340,Giftcard_Issues,1.04244268444,Giftcard_Issues
alicia also how do i apply a 15 off coupon xxxx-xxxx-8220,INT-va1appin09-1445009500458-14624,Promotions/Deals/Discounts,1.30816916071,Store_Pickup_Queries
visitor 4576 i have a question i purchased a lifeproof iphone4 case in february ive just got around to using it and im not satisfied at all id like to go back to my otterbox case can i returnexchange ts,INT-node0-1401806102286-4576,Product Details,-0.175668835589,Return Policy
can you find out when ts will be back in stock threshold heatherstone wicker patio storage trunk coffee tablethreshold heatherstone wicker patio storage trunk coffee table for the coffee table i thought it was only one color online item  xxxx-xxxx-88 the loveseats are in stock that is not the problem i also want the trunk coffee table and that is not in stock did you find out,INT-sv1appin09-1441376117889-28640,Product Inventory,0.490868732961,Product Inventory
are area rugs on sale ts week,INT-sv1appin05-1447598041827-49407,Product Inventory,-0.450850117101,Product Details
" i am trying to order ts refrigerator and it is insisting on charging me for a 5"" water hose for ice maker and i dont need the ice maker and i cant remove it from my cart i still want the free set up of putting on the doors and the handles",INT-sv1appin07-1447462933844-39660,Order_Issue,0.12353733306,Order_Issue
why cant the item i want be spped it says not available at a store need me the item is item  018w033751330001p model  eclipse 200 sl,INT-sv1appin09-1447549737229-46976,Store_Pickup_Queries,-0.0121610692902,Shipping Inquiry
 there why is it i never can apply for an argos card,INT-va1appin07-1438787156965-97100,Payment Issues,0.713212324386,Payment Issues
i try to make payments on my layaway and it never allows me to there isnt like anywhere you can click and the amount is incorrect,INT-sv1appin05-1447555531385-47438,Payment Issues,-0.0449548895502,Payment Issues
 i ordered a bridal set for my girlfriend without having an account and i never got sent a confirmation email with my purchase order will i need that when i pick it up at the store,INT-sv1appin05-1447638285138-53773,Store_Pickup_Queries,-0.0910633407419,Store_Pickup_Queries
if i order ts dishwasher now how long will it take to deliver please,INT-va1appin08-1439156383835-118933,Shipping Inquiry,0.724523048709,Shipping Inquiry
thank you does ts oven come in a model with a warming drawer,INT-sv1appin05-1447507293616-42003,Product Details,0.0154422668113,Product Details
i was going to order 20 off boots  sale ends today  site says free spping but it seems i have to pickup at a store i cant really tell because the site wont let me put them in my cart even if i pick a different store that has them is your site working and do you want to sell stuff httpwwwtargetcompwomen-s-merona-terri-lace-up-wedge-booties-a-xxxx-xxxx-02prodslot=large_1_2,INT-va1appin10-1445127295046-25503,Store_Pickup_Queries,-0.288373595494,Store_Pickup_Queries
do i understand right that the price includes deliveryinstallation and recycling,INT-va1appin05-1439142688518-118326,Product Inventory,-0.0632321118609,Product Details
" i have just seen the duran duran paper gods target exclusive cd - is it possible to order that from abroad i am from the uk thanks - i know you did similar 4 or 5 years ago but i cannot remember how i got a copy ""ok thanks""",INT-sv1appin10-1441374451980-28403,Store_Pickup_Queries,-0.0542914026965,Shipping Inquiry
for some reason the price just change in my cart from 324 to 594,INT-sv1appin07-1447570789148-48222,Price _Enquiry,-0.101835900791,Price _Enquiry
 whats the delivery timescale on ts item says witn 35 days,INT-va1appin09-1438878243898-104488,Shipping Inquiry,0.608150997992,Shipping Inquiry
please could you let me know wch store has 3388547 or 3812910 in stock please,INT-va1appin10-1439117303537-117263,Product Details,-0.19052707718,Shipping Inquiry
i wanted to say i tried to get an argos card but my application wasnt successful why is that,INT-va1appin05-1438971651834-110972,Payment Issues,0.0987303819313,Product Inventory
is ts maidstone [ kent] and can i see them before purchase ,INT-va1appin07-1439139545185-118181,Order_Issue,-0.105739852854,Product Inventory
will ts oven be installed when delivered  and will there be an extra cost,INT-va1appin06-1439134770799-117947,Shipping Inquiry,0.164991272815,Product Inventory
