lineText,sessionId,y_pred,y_prob_max,y_true
i need help getting a twc id,ID1229923702,Twc Id,-0.333479483115,Account Info
tv and internet not working,ID1224519779,Internet Not Working,-0.274878010163,Internet Not Working
access to my email,ID1219753685,Email Issue,0.45381142214,Email Issue
i would like to be able to log into my modem at home but from my office outside of the home  at home i can log in just fine using the 19216801 ip   is there a similar ip i can use to log into the same place but from the internest side  how do i do ts,ID1223163603,Modem Setup,0.303496439344,Login Issue
does motorola sb5101u surfboard modem is compatible with twc internet,ID1236065263,Internet Not Working,-0.167352833164,Purchase Modem
cant access email  i just paid bill,ID1228420261,Email Issue,0.45381142214,Email Issue
i do not have my account number,ID1236314233,Login Issue,-0.331283804003,Account Info
my cable box makes noise buzz,ID1220572962,Cable Box Not Working,0.278938070786,Cable Box Not Working
i have a service appointment that was scheduled and then cancelled and i did not cancel it,ID1232270887,Appointment,0.57321799597,Appointment
no dial tone cant make calls,ID1222633706,Dail Tone Issue,0.34933022283,Dail Tone Issue
download speed only 331mbps with speed test test timed out when i do uploading,ID1231941989,Speed Issue,0.922803792326,Speed Issue
dvr overfillsonly hold 3-4 hr long shows then starts deleting,ID1227223428,Dvr Issue,0.949279307964,Dvr Issue
my guide does not show all of the channels it is only showing approximately 30 channels,ID1232116812,Channel Issue,0.61517436214,Channel Issue
i got a new computer and as im trying to set it up is is asking for the network security key but i cant remember what ts is,ID1230804411,Login Issue,-0.729601128691,Internet Not Working
i have not been able to get a dial tone since i got my new modem last friday  i have tried both phone ports and unplugged and restarted the modem several times,ID1230226298,Dail Tone Issue,0.109544270816,Dail Tone Issue
i have been expriencing issues with the home wifi since we got it a couple days back the wifi frequently ccup and stop working randomly disconnect and just have unnaturally gh ping in gameswebsitesvideoes it is unacceptable ive tried talking to someone on livechat to fix it it did not work i would like ts issue to be fixed immediately or i will be cancelling services after ts month and going elsewhere,ID1235428536,Home Wifi,0.257682260489,Home Wifi
my account has been locked i forgot my password,ID1225418845,Login Issue,0.169297254054,Account Disabled
ondemand haas not worked in over a week,ID1228839587,Login Issue,-0.729601128691,Odc-Not Working
my remote is not working  i have changed the batteries,ID1228666170,Remote,0.922037463607,Remote
speed test not available,ID1223492488,Speed Issue,0.922803792326,Speed Issue
my computer seems to be infected i paid office store to fix and it works fine on at their store but when i take it home all the problems are still there  t say i need new ip address microsoft also tried to fix remotely and was unsuccessful,ID1226588610,Login Issue,-0.729601128691,Modem Setup
slow speeds -whats up,ID1225097354,Speed Issue,1.16555859425,Speed Issue
i am trying to make a login to pay online and i get an error,ID1231789707,Login Issue,-0.729601128691,Login Issue
cable not working after making payment,ID1231904317,Make Payment,-0.29510403919,Service Issue
we recently upgraded our browser and now our wifi password is invalid,ID1228578457,Wifi Password,-0.28194545214,Login Issue
the selectok button on my remote has stopped working completely ive rebooted the box twice and also tried fresh batteries but still no luck,ID1223648704,Remote,0.50047928064,Remote
how do i turn my call forwarding off,ID1231297019,Login Issue,-0.729601128691,Phone Setup
why is my email for ts account being rejected,ID1222470890,Email Issue,0.130196957683,Account Info
wle trying to sign up for internet service online and prompted to enter my address and apartment number the site claims my address is a business and directs me to twcbccom instead,ID1219342138,Internet Not Working,0.292607691801,Account Setup
how do i set up internet connection to email,ID1227324799,Email Issue,0.14513807423,Email Issue
how do i port my existing number,ID1224619339,Login Issue,-0.729601128691,Update
on demand not available for some channels,ID1236309953,Odc-Not Working,0.0170923302967,Odc-Not Working
what internet speed do i have and what modem would be able to work at my house,ID1222566223,Speed Issue,0.380707768787,Speed Issue
why cant i log in,ID1228451878,Login Issue,-0.729601128691,Login Issue
trying to logging in my account but is saying is locked help,ID1235172846,Account Disabled,0.350088668145,Account Disabled
we had our service setup today and when the tech was here he swapped our number and we had dial tone just fine  now 30 minutes later we have no landline dial tone,ID1231638460,Dail Tone Issue,0.493769733454,Dail Tone Issue
internet so slow why,ID1236057775,Speed Issue,0.911355821884,Speed Issue
wch modem that has a phone built in for twc,ID1230056517,Modem Setup,-0.189196186675,Plan Explaination
how do i re activate my account,ID1220083311,Login Issue,-0.331283804003,Account Disabled
my speed is way down i did a speed test and download speed is over 100 upload is only about 10 or so is ts normal phone number associated with ts account is 409-283-1991 but my husband works out of town and is not here at the house to speak to you,ID1224137359,Speed Issue,0.633346770622,Speed Issue
trying to activate hbogo and have code of h5687w but it does not work,ID1231683048,Login Issue,-0.729601128691,Channel Issue
how do i access myaccount,ID1227640260,Login Issue,-0.729601128691,Account Info
how do i turn on my wifi,ID1222454096,Home Wifi,0.458632744834,Home Wifi
cant connect to internet,ID1230250193,Internet Not Working,0.292607691801,Internet Not Working
"dvr box is acting up - first the reception was terrible where it was ""stuttering"" not it wont even display a picture at all",ID1231384368,Dvr Issue,0.565827699438,Signal Issue
i need to activate my modem on my account,ID1224933821,Modem Setup,-0.159303595431,Modem Setup
i need to confirm an appt please,ID1230869768,Login Issue,-0.729601128691,Appointment
the guidemenu is not working,ID1232168727,Login Issue,-0.729601128691,Remote
im unable to register for a twc id  every time i try to it tells me an account already exists  wch i dont believe is true,ID1223972609,Login Issue,-0.278633010447,Account Setup
im paying for 30 mbps and have been getting 075 mbps all day long,ID1233405186,Login Issue,-0.729601128691,Speed Issue
new internet connection,ID1219783397,Internet Not Working,0.292607691801,Service Issue
 i would like to to connect my twc remote to my tv the only problem is that it is connected to my previous tv,ID1236204622,Remote,0.0848325915384,Remote
i need to cancel my service appointment,ID1229619311,Appointment,0.57321799597,Appointment
can you give me my username and password for my wifi i can not find them,ID1234476163,Wifi Password,0.286469416432,Wifi Password
my service was on suspension from april 113 until oct 114  my billing began but my tv and internet are not working  i arrived in texas yesterday and turned them on and t dont work  i would like my service resumed and the billing adjusted to show the actual service dates  i have received a bill for 19442 as if the service was correctly restarted,ID1227147915,Internet Not Working,-0.274878010163,Bill Related
internet is intermitent and very slow,ID1233681308,Speed Issue,0.911355821884,Speed Issue
i need help getting into my locked out account,ID1236009073,Account Disabled,0.350088668145,Account Disabled
how can i get the byutv channel,ID1219101594,Channel Issue,0.447453393481,Channel Issue
get rid of user names,ID1219279009,Add Ons,-0.620818681054,Login Issue
internet download speed is slow again - are there any service issues in our area,ID1226564306,Speed Issue,0.98359963615,Speed Issue
how can i speed up my internet,ID1223474020,Speed Issue,0.677971708775,Speed Issue
the dvr is full after cable box frooze,ID1229280261,Dvr Issue,0.09476285615,Dvr Issue
internet speed is slow,ID1222075460,Speed Issue,1.62430263715,Speed Issue
the internet was installed on tuesday and it has not been working properly,ID1222252490,Internet Not Working,0.292607691801,Internet Not Working
internet is extremely slow,ID1228388708,Speed Issue,0.911355821884,Speed Issue
how do you find the password,ID1219353077,Login Issue,0.628693369974,Login Issue
why does my username and passwod no longer exist  im trying to upgrade my cable modem to the new one time warner recently sent and have an active triple play account,ID1227691479,Modem Setup,-0.335025167927,Change Package
 i need to reschedule installation visit its currently booked for tomororw friday,ID1231101812,Login Issue,-0.729601128691,Appointment
trouble down loading,ID1235854456,Login Issue,-0.729601128691,Speed Issue
hbo channels,ID1224304289,Channel Issue,0.61517436214,Channel Issue
my fox  nbc channels keep getting scrambled,ID1219960792,Channel Issue,0.61517436214,Channel Issue
order number 3002461072,ID1229563682,Order Status,0.399168099988,Order Status
wch wireless router does time warner recommend  or does time warner offer modems with built in wireless routers,ID1223979287,Login Issue,-0.729601128691,Home Wifi
i am in california and would like to report an outage for my elderly parents  their phone internet and tv are currently not working since yesterday  i do not have their account number but the phone number is 845-338-8722  account is under plip gromoll 82 hooker st kingston ny 12401  can you assist me please,ID1235140960,Internet Not Working,-0.750296837309,Internet Not Working
need help logging in,ID1223982770,Login Issue,-0.729601128691,Login Issue
my internet speeds have dropped to negligible speeds,ID1232195518,Internet Not Working,0.292607691801,Speed Issue
tv keeps freezing,ID1228110104,Signal Issue,-0.594593786902,Tv Not Working
does my ubee modem have built in wireless  if so how do i set it up,ID1235207353,Modem Setup,0.303496439344,Purchase Modem
i tried to clear my cache by unplugging my modem for 45 minutes but the cache isnt cleared  i need to have my isp cache cleared before i can log into godaddycoms website builder  t told me that i needed to contact my isp for ts to happen,ID1220591948,Modem Setup,0.303496439344,Modem Setup
my wifi password is not working on cell phone,ID1232565289,Wifi Password,-0.39553334438,Home Wifi
our speed is really slow i have compalined before we just got a brand new lap top and half the time it does not connect and says the internet has limited access if we move the laptop right by the router it works great but other deivces on the wifi have no trouble conncecting is there a more powerful router available it is located in the center of our house,ID1233194795,Speed Issue,1.19594728127,Speed Issue
intermitten internet,ID1220133406,Internet Not Working,0.292607691801,Internet Not Working
i can not sign into my account,ID1224596934,Login Issue,-0.331283804003,Login Issue
internet does not work,ID1228670347,Internet Not Working,0.292607691801,Internet Not Working
how do i set up my voicemail,ID1235190027,Voice Mail,1.03967659568,Voice Mail
my internet keeps going on and off and i am not getting the full speed i should be getting,ID1233149034,Speed Issue,0.677971708775,Speed Issue
i have received a letter and an email stating that my internet speed has been increased fro 50 mbps ti 100mbps yet my speed test still shows 50,ID1219134256,Speed Issue,0.397963425424,Speed Issue
time warner has had my phone discounted to early from verizon----t said time warner had it disconnected nov17------time warner is coming to connect phone--tv-- and internect on nov 24------i have to have my phone---i am handicpp and 85 years old,ID1231113279,Phone Not Working,-0.139061025198,Phone Not Working
speed is unusually slow,ID1219230782,Speed Issue,1.83752044391,Speed Issue
my online account log in id is disabled please enable it and reset my password,ID1225228469,Login Issue,0.343254177476,Login Issue
im suppose to be getting 30 mbps but im only getting 136 mbps why,ID1224315414,Login Issue,-0.729601128691,Speed Issue
i would like to know about time warner approved home wifi modems  routers,ID1229278801,Home Wifi,0.458632744834,Home Wifi
my dvr deleted all of the set recordings,ID1231305833,Dvr Issue,0.949279307964,Dvr Issue
internet seems slow and lagging ,ID1229106853,Speed Issue,0.911355821884,Speed Issue
im looking to buy my own internet modem,ID1230335491,Internet Not Working,-0.167352833164,Purchase Modem
cannot connect with phone to wifi,ID1227747216,Home Wifi,-0.00165524759078,Home Wifi
how to forward emails from a txrrcom account,ID1224115514,Login Issue,-0.331283804003,Email Issue
my modems have not been able to connect to the internet since yesterday  i tried restarting the modem several times yesterday and today in the morning  also i am not in my home at the moment so i cant really do anytng with the actual equipment and i would not have been able to contact you anyway since my phone modem is also down,ID1226757022,Modem Setup,-0.102141730151,Internet Not Working
i am not able to view channel 20  i tnk ts is included in my package so why cant i get it,ID1222724037,Channel Issue,0.447453393481,Channel Issue
i am unable to pull up my dvr recordings  i do not see a button on the remote for my recordings,ID1221247842,Dvr Issue,0.14736633829,Dvr Issue
initial rental modem setup,ID1219112791,Modem Setup,0.303496439344,Modem Setup
i purchased a modem that does not have emta how can i get emta ,ID1236146284,Modem Setup,0.303496439344,Purchase Modem
how to authorize a dvr box for service,ID1223811708,Dvr Issue,0.565827699438,Dvr Issue
i received a new modem and cant figure out how to install it  twc said that t could send a technician to install if i had a problem,ID1224230118,Modem Setup,0.303496439344,Modem Setup
i bought a motorola surfboard modem model sb6141  will ts work with time warner,ID1233502535,Modem Setup,0.303496439344,Modem Setup
i paid to get btnplus but cannot get the game,ID1224149846,Login Issue,-0.729601128691,Channel Issue
my remote isnt working to the cable box because sometng is wrong with my cable box a tech came out on monday and told me what the problem was even though he doesnt live in my fuckin house nor watch ts television so now im back to square one because once again my fuckin remote isnt working and ya amy chat online sucks also,ID1226730119,Remote,-0.0318776353448,Cable Box Not Working
wifi not active,ID1236491131,Home Wifi,0.458632744834,Home Wifi
for the past week the service has been very slow and its taking unusually long time to download even the smallest of files,ID1224935923,Speed Issue,1.16555859425,Speed Issue
what packages do you have for wifi,ID1222957791,Home Wifi,0.458632744834,Plan Explaination
why can i not receive the hallmark stations,ID1231673138,Login Issue,-0.729601128691,Signal Issue
how to stop receiving calls from a phone number,ID1222134536,Phone Not Working,-0.0987977798119,Block Calls
my internet stopped working,ID1235998455,Internet Not Working,0.292607691801,Internet Not Working
im having problem signing on,ID1234500791,Login Issue,-0.729601128691,Login Issue
"trying to register for espn3 and got ""unspecified error"" at end how sign up",ID1232309925,Login Issue,-0.729601128691,Online Tv Issues
we just had a new router installed  how do i change the password,ID1231859761,Login Issue,0.628693369974,Account Info
technician did not give me password to log into my wifi,ID1232391160,Home Wifi,0.0785121855132,Home Wifi
our modem was replaced now our speeds have dropped from 124 mbits to 30 mbits,ID1229048456,Modem Setup,0.303496439344,Speed Issue
we had our cable box reset last week and we are still having the same issue where on demand wont work we have called 2x about ts issue and we need to get it reset again and also set up a service call to replace the box,ID1237019662,Cable Box Not Working,-0.0347339740959,Odm
need help with voicezoneconnect,ID1236985411,Login Issue,-0.729601128691,Phone Setup
cant figure out why all in house phones are indicating no line  tv and internet are working except phone lines,ID1226631100,Internet Not Working,-0.458700165239,Service Issue
i was supposed to be scheduled for an install since ts past tuesday and have not gotten any service installed i need to know what is going on with my order,ID1223385124,Login Issue,-0.729601128691,Service Issue
i forgot my id and password how can i register again,ID1226205956,Login Issue,0.310612028901,Login Issue
how do i change settings in secondary email account,ID1231955186,Email Issue,0.130196957683,Email Issue
i want to block a specific phone number on my phone,ID1224108018,Block Calls,0.0387887315518,Block Calls
if i use my own router and modem for internet service is there a fee for calling tech support if i have issues,ID1228913228,Internet Not Working,-0.167352833164,Modem Setup
"i have been trying to order the free on demand movies from fmod and epix on demand  it keeps stating ""____ is currently unavailable please try again later""",ID1219141675,Odm,0.498167450083,Odm
slow speed,ID1228581151,Speed Issue,1.83752044391,Speed Issue
whats going on with no picture for fssw now,ID1232398739,Login Issue,-0.729601128691,Channel Issue
i had problems accessing certain channels and called to resolve  resulting in a tech being scheduled for repair today however  the problems with the cable seemed to have correct itself last night  therefore the scheduled tech today will not be necessary  thank you,ID1219738863,Channel Issue,0.29117159469,Channel Issue
i cannot find the password for my router,ID1226690215,Login Issue,0.628693369974,Modem Setup
picture is unwatchable,ID1230714711,Login Issue,-0.729601128691,Channel Issue
im getting between 8 and 12 mbps wch really sucks for someone who pays for 50 mbps  more than once ts has happened and im getting tired of it please help me to resolved ts matter  if notng can be done let me know for i will seek an internet an internet service provider that will thanks chris,ID1229612897,Internet Not Working,0.292607691801,Speed Issue
my remote to turn on the cable box is not working batteries are good and the remote turns on the tv but not the cable box,ID1232054270,Remote,0.08567822558,Remote
twc home wifi install failed on mac running os 1095 received plug-in blocked notification install cd states os 109+ isnt supported how can ts be resolved,ID1224095097,Home Wifi,0.458632744834,Home Wifi
i do not have picture on my tv screen,ID1233554265,Signal Issue,-0.594593786902,Signal Issue
why am i being charged a home wifi fee,ID1220083146,Home Wifi,-0.365161648534,Bill Explaination
why cant i get basic channels online when im not at home,ID1235194911,Channel Issue,0.61517436214,Channel Issue
i cannot get into twc com to my account and need help getting it fixed so i can block a bad caller,ID1229071496,Block Calls,0.651227460033,Block Calls
"i cant connect my xbox one to the wireless network and it says to contact my isp with the error ""dns isnt resolving xbox server names""",ID1230590686,Login Issue,-0.729601128691,Internet Not Working
i have a smart tv i use to be able to get netflix search faebook and do other tngs via my tv until i had services installed how could i get that back when the tech came he changed sometng the connection cables it took me a wle to figure ts out i would like to have that back i want to use my tv t way it is intended what i bought it for,ID1232310464,Signal Issue,-0.594593786902,Smart Tv
unable to activate my modem,ID1230719354,Modem Setup,0.303496439344,Modem Setup
is there outages in addison tx,ID1233346222,Login Issue,-0.729601128691,Signal Issue
i can not access my emai,ID1231062020,Login Issue,-0.729601128691,Email Issue
i have been having issue for the last two weeks with the channels being black or the picture not showing,ID1229852052,Channel Issue,0.61517436214,Channel Issue
internet available in my area,ID1231649716,Service Availablity,0.00069671740602,Service Availablity
wifi not connecting,ID1226235019,Home Wifi,0.458632744834,Home Wifi
no upload speed,ID1235122965,Speed Issue,0.922803792326,Speed Issue
ondemand isnt working,ID1228768488,Login Issue,-0.729601128691,Odc-Not Working
i just need to know if my home isp has a  permanent static ip address or a dynamically assigned dhcp ip address,ID1234555375,Login Issue,-0.729601128691,Modem Setup
we are experiencing dramatically lower internet speeds than were promised when we signed our agreement download speeds were just tested at 3755mbps can you please address please see the link httpwwwspeedtestnetresult3910586189png,ID1227712372,Internet Not Working,0.292607691801,Speed Issue
i just got my samsung box installed ts morning my channel guid and info screen aint popping up when i press the botton on the remote nor on the box i called the tec earlier he said theres an error in the system and for me to wait it out but its been hours later now and still same problem,ID1231751819,Cable Box Not Working,-0.368614993558,Channel Issue
very very slow,ID1237009791,Speed Issue,1.16555859425,Speed Issue
service unacceptably slow,ID1229271301,Speed Issue,1.16555859425,Speed Issue
how do i know wch modem i need ie a plan up to 50 mbps or 100 mbps etc,ID1232233639,Modem Setup,0.303496439344,Purchase Modem
how do i return my modem,ID1228857761,Return Box,-0.0467699564213,Return Box
why wont my very smart tv and dvd player not connect to the network,ID1224314657,Signal Issue,-0.594593786902,Smart Tv
not getting good connection in front bedroom and having trouble with multiple users,ID1224127873,Login Issue,-0.729601128691,Cable Issue
how to setting my home wifi ,ID1235419193,Home Wifi,0.458632744834,Home Wifi
still couldnt login with my twc id after reset,ID1232286196,Twc Id,-0.333479483115,Login Issue
password reset,ID1221126024,Login Issue,0.628693369974,Login Issue
internet connection problems,ID1227034416,Internet Not Working,0.292607691801,Internet Not Working
how can i check speed,ID1225253843,Speed Issue,0.922803792326,Speed Issue
trying to sign in im locked out,ID1228444930,Account Disabled,0.350801164091,Login Issue
wifi speed suddenly very slow,ID1229221519,Speed Issue,1.28543291426,Speed Issue
how to hook up vhsdvd player,ID1229216364,Login Issue,-0.729601128691,Dvr Issue
i need to transfer my services to a new address,ID1222604467,Login Issue,-0.729601128691,Chhange Address - My Move
after installing television service today apparently my home phone number was changed,ID1231385649,Phone Not Working,-0.0929528084616,Account Info
if i get a package that doesnt have the free home wifi but i have my own router can i still get wifi,ID1231400674,Home Wifi,0.458632744834,Details Of Existing Plan
low speed,ID1220031164,Speed Issue,0.922803792326,Speed Issue
i am unable to access my home phone voicemail it says i have tried to enter my password to many times help,ID1224672869,Voice Mail,0.567170500046,Voice Mail
setup online account says already have account i have forgotten my information,ID1224566872,Login Issue,-0.331283804003,Login Issue
i want another box,ID1224221944,Cable Box Not Working,0.170694069502,Cable Box Not Working
id like to lower my monthly bill,ID1233166841,Login Issue,-0.457375484743,Plan Explaination
on demand isnt working,ID1232368266,Odc-Not Working,0.332158696218,Odm
i cant seem to log in,ID1226163970,Login Issue,-0.729601128691,Login Issue
any features in the modem that can help with internet phone receiving calls from another voip system like avaya,ID1228924997,Phone Not Working,0.0867655106544,Modem Setup
is there sometng wrong with the cable in my area,ID1228388716,Service Availablity,-0.0625617085359,Cable Issue
i was told yesterday that hbo would be added to our package is that an immediate update or does it take a wle for it to actually be added  i didnt see the channel in our channel guide ts morning,ID1231800002,Channel Issue,0.447453393481,Channel Issue
davidhammacksatxrrcom is no longer working  why not,ID1235561907,Login Issue,-0.729601128691,Login Issue
want an appt for an agent to come out to my home,ID1236962839,Login Issue,-0.729601128691,Appointment
my phone has been turned off,ID1229672669,Phone Not Working,-0.0929528084616,Phone Not Working
i need to activate my modem,ID1235241925,Modem Setup,0.303496439344,Modem Setup
"when viewing on demand shows if we t pause or stop it ends the program when we t ""resume"" it rewinds the show very far back it doesnt resume from where we left off eg watcng one movie we were 1 hr 30 min in paused started again it started only 15 mins into the movie we would have had to watch 1 hr 15 minutes of repeat to get back where we paused and theres no fast forward so were stucking rewatcng tngs we already saw ts is getting frustrating",ID1219386750,Odm,0.319454154577,Odm
cant watch recorded program,ID1223568572,Login Issue,-0.729601128691,Tv Setup
what is my home wifi password,ID1229298197,Wifi Password,-0.28194545214,Account Info
why is my signal strength so low and how can it be corrected,ID1233475883,Login Issue,-0.729601128691,Speed Issue
about new service,ID1229014557,Login Issue,-0.729601128691,Service Issue
is there presently a phone outage in my area,ID1235120501,Service Availablity,-0.289033367779,Phone Not Working
